Plant_ID,Date,Temperature (°C),Humidity (%),TDS Value (ppm),pH Level,Growth Days,Temperature (°F),Growth Weeks,Normalized Humidity,Humidity Level
34,2023-08-21,30.2,58,748,6.2,19,86.36,2.71,0.26666666666666666,Moderate
34,2023-08-22,30.5,56,725,6.7,20,86.9,2.86,0.2,Moderate
34,2023-08-23,30.8,58,654,6.1,21,87.44,3.0,0.26666666666666666,Moderate
34,2023-08-24,31.3,51,551,6.6,22,88.34,3.14,0.03333333333333333,Moderate
34,2023-08-25,31.4,50,546,6.4,23,88.52,3.29,0.0,Moderate
34,2023-08-26,31.4,53,717,6.6,24,88.52,3.43,0.1,Moderate
34,2023-08-27,30.1,57,643,6.4,25,86.18,3.57,0.23333333333333334,Moderate
34,2023-08-28,29.4,63,782,6.3,26,84.91999999999999,3.71,0.43333333333333335,High
34,2023-08-29,28.7,72,798,6.4,27,83.66,3.86,0.7333333333333333,High
34,2023-08-30,29.1,74,544,6.6,28,84.38000000000001,4.0,0.8,High
34,2023-08-31,29.2,55,484,6.3,29,84.56,4.14,0.16666666666666666,Moderate
34,2023-09-01,31.7,75,689,6.7,30,89.06,4.29,0.8333333333333334,High
34,2023-09-02,31.7,68,597,6.7,31,89.06,4.43,0.6,High
34,2023-09-03,31.7,64,764,6.3,32,89.06,4.57,0.4666666666666667,High
34,2023-09-04,31.7,52,756,6.3,33,89.06,4.71,0.06666666666666667,Moderate
34,2023-09-05,32.0,63,758,6.1,34,89.6,4.86,0.43333333333333335,High
34,2023-09-06,32.1,54,435,6.2,35,89.78,5.0,0.13333333333333333,Moderate
34,2023-09-07,31.5,51,537,6.1,36,88.7,5.14,0.03333333333333333,Moderate
34,2023-09-08,29.8,56,661,6.1,37,85.64,5.29,0.2,Moderate
34,2023-09-09,20.1,60,560,6.4,38,68.18,5.43,0.3333333333333333,Moderate
34,2023-09-10,31.1,66,789,6.6,39,87.98,5.57,0.5333333333333333,High
34,2023-09-11,31.2,66,623,6.1,40,88.16,5.71,0.5333333333333333,High
34,2023-09-12,31.2,51,546,6.1,41,88.16,5.86,0.03333333333333333,Moderate
34,2023-09-13,30.4,69,535,6.3,42,86.72,6.0,0.6333333333333333,High
34,2023-09-14,29.1,58,420,6.3,43,84.38000000000001,6.14,0.26666666666666666,Moderate
34,2023-09-15,30.6,78,481,6.2,44,87.08000000000001,6.29,0.9333333333333333,High
34,2023-09-16,31.5,73,596,6.6,45,88.7,6.43,0.7666666666666667,High
35,2023-08-03,33.4,66,592,6.4,1,92.11999999999999,0.14,0.5333333333333333,High
35,2023-08-04,33.5,52,586,6.7,2,92.3,0.29,0.06666666666666667,Moderate
35,2023-08-05,33.4,68,613,6.1,3,92.11999999999999,0.43,0.6,High
35,2023-08-06,33.4,51,754,6.5,4,92.11999999999999,0.57,0.03333333333333333,Moderate
35,2023-08-07,33.4,64,546,6.6,5,92.11999999999999,0.71,0.4666666666666667,High
35,2023-08-08,32.3,56,619,6.4,6,90.14,0.86,0.2,Moderate
35,2023-08-09,32.3,79,747,6.7,7,90.14,1.0,0.9666666666666667,High
35,2023-08-10,22.7,74,471,6.5,8,72.86,1.14,0.8,High
35,2023-08-11,31.9,68,561,6.3,9,89.41999999999999,1.29,0.6,High
35,2023-08-12,30.2,79,415,6.0,10,86.36,1.43,0.9666666666666667,High
35,2023-08-13,30.1,72,752,6.4,11,86.18,1.57,0.7333333333333333,High
35,2023-08-14,30.1,69,796,6.7,12,86.18,1.71,0.6333333333333333,High
35,2023-08-15,30.1,56,495,6.5,13,86.18,1.86,0.2,Moderate
35,2023-08-16,29.8,59,720,6.2,14,85.64,2.0,0.3,Moderate
35,2023-08-17,29.6,55,754,6.4,15,85.28,2.14,0.16666666666666666,Moderate
35,2023-08-18,30.9,63,493,6.6,16,87.61999999999999,2.29,0.43333333333333335,High
35,2023-08-19,30.8,63,565,6.3,17,87.44,2.43,0.43333333333333335,High
35,2023-08-20,30.9,69,604,6.1,18,87.61999999999999,2.57,0.6333333333333333,High
35,2023-08-21,30.2,60,781,6.2,19,86.36,2.71,0.3333333333333333,Moderate
35,2023-08-22,30.5,72,779,6.5,20,86.9,2.86,0.7333333333333333,High
35,2023-08-23,30.8,66,725,6.1,21,87.44,3.0,0.5333333333333333,High
35,2023-08-24,31.3,76,411,6.3,22,88.34,3.14,0.8666666666666667,High
35,2023-08-25,31.4,76,400,6.3,23,88.52,3.29,0.8666666666666667,High
35,2023-08-26,31.4,57,466,6.4,24,88.52,3.43,0.23333333333333334,Moderate
35,2023-08-27,30.1,73,800,6.3,25,86.18,3.57,0.7666666666666667,High
35,2023-08-28,29.4,72,740,6.3,26,84.91999999999999,3.71,0.7333333333333333,High
35,2023-08-29,28.7,77,554,6.5,27,83.66,3.86,0.9,High
35,2023-08-30,29.1,63,440,6.5,28,84.38000000000001,4.0,0.43333333333333335,High
35,2023-08-31,29.2,61,748,6.4,29,84.56,4.14,0.36666666666666664,High
35,2023-09-01,31.7,72,763,6.6,30,89.06,4.29,0.7333333333333333,High
35,2023-09-02,31.7,65,473,6.8,31,89.06,4.43,0.5,High
35,2023-09-03,31.7,60,703,6.4,32,89.06,4.57,0.3333333333333333,Moderate
35,2023-09-04,31.7,60,495,6.5,33,89.06,4.71,0.3333333333333333,Moderate
35,2023-09-05,32.0,70,787,6.4,34,89.6,4.86,0.6666666666666666,High
35,2023-09-06,32.1,63,696,6.7,35,89.78,5.0,0.43333333333333335,High
35,2023-09-07,31.5,72,621,6.1,36,88.7,5.14,0.7333333333333333,High
35,2023-09-08,29.8,75,544,6.7,37,85.64,5.29,0.8333333333333334,High
35,2023-09-09,20.1,50,423,6.3,38,68.18,5.43,0.0,Moderate
35,2023-09-10,31.1,79,642,6.0,39,87.98,5.57,0.9666666666666667,High
35,2023-09-11,31.2,51,566,6.0,40,88.16,5.71,0.03333333333333333,Moderate
35,2023-09-12,31.2,75,419,6.1,41,88.16,5.86,0.8333333333333334,High
35,2023-09-13,30.4,70,627,6.8,42,86.72,6.0,0.6666666666666666,High
35,2023-09-14,29.1,53,757,6.1,43,84.38000000000001,6.14,0.1,Moderate
35,2023-09-15,30.6,59,404,6.1,44,87.08000000000001,6.29,0.3,Moderate
35,2023-09-16,31.5,78,469,6.2,45,88.7,6.43,0.9333333333333333,High
36,2023-08-03,33.4,68,744,6.4,1,92.11999999999999,0.14,0.6,High
36,2023-08-04,33.5,79,799,6.6,2,92.3,0.29,0.9666666666666667,High
36,2023-08-05,33.4,51,487,6.1,3,92.11999999999999,0.43,0.03333333333333333,Moderate
36,2023-08-06,33.4,65,665,6.0,4,92.11999999999999,0.57,0.5,High
36,2023-08-07,33.4,74,796,6.4,5,92.11999999999999,0.71,0.8,High
36,2023-08-08,32.3,63,467,6.8,6,90.14,0.86,0.43333333333333335,High
36,2023-08-09,32.3,76,748,6.8,7,90.14,1.0,0.8666666666666667,High
36,2023-08-10,22.7,59,795,6.2,8,72.86,1.14,0.3,Moderate
36,2023-08-11,31.9,67,702,6.1,9,89.41999999999999,1.29,0.5666666666666667,High
36,2023-08-12,30.2,72,643,6.0,10,86.36,1.43,0.7333333333333333,High
36,2023-08-13,30.1,64,442,6.2,11,86.18,1.57,0.4666666666666667,High
36,2023-08-14,30.1,65,639,6.6,12,86.18,1.71,0.5,High
36,2023-08-15,30.1,78,620,6.1,13,86.18,1.86,0.9333333333333333,High
36,2023-08-16,29.8,55,508,6.7,14,85.64,2.0,0.16666666666666666,Moderate
36,2023-08-17,29.6,79,764,6.3,15,85.28,2.14,0.9666666666666667,High
36,2023-08-18,30.9,57,569,6.2,16,87.61999999999999,2.29,0.23333333333333334,Moderate
36,2023-08-19,30.8,80,509,6.6,17,87.44,2.43,1.0,High
36,2023-08-20,30.9,50,409,6.2,18,87.61999999999999,2.57,0.0,Moderate
36,2023-08-21,30.2,55,492,6.3,19,86.36,2.71,0.16666666666666666,Moderate
36,2023-08-22,30.5,65,634,6.1,20,86.9,2.86,0.5,High
36,2023-08-23,30.8,67,620,6.2,21,87.44,3.0,0.5666666666666667,High
36,2023-08-24,31.3,67,570,6.5,22,88.34,3.14,0.5666666666666667,High
36,2023-08-25,31.4,59,548,6.6,23,88.52,3.29,0.3,Moderate
36,2023-08-26,31.4,77,602,6.8,24,88.52,3.43,0.9,High
36,2023-08-27,30.1,55,408,6.1,25,86.18,3.57,0.16666666666666666,Moderate
36,2023-08-28,29.4,52,552,6.2,26,84.91999999999999,3.71,0.06666666666666667,Moderate
36,2023-08-29,28.7,60,686,6.2,27,83.66,3.86,0.3333333333333333,Moderate
36,2023-08-30,29.1,68,424,6.7,28,84.38000000000001,4.0,0.6,High
36,2023-08-31,29.2,66,629,6.5,29,84.56,4.14,0.5333333333333333,High
36,2023-09-01,31.7,51,705,6.5,30,89.06,4.29,0.03333333333333333,Moderate
36,2023-09-02,31.7,65,599,6.3,31,89.06,4.43,0.5,High
36,2023-09-03,31.7,57,522,6.6,32,89.06,4.57,0.23333333333333334,Moderate
36,2023-09-04,31.7,68,639,6.0,33,89.06,4.71,0.6,High
36,2023-09-05,32.0,63,558,6.6,34,89.6,4.86,0.43333333333333335,High
36,2023-09-06,32.1,71,570,6.2,35,89.78,5.0,0.7,High
36,2023-09-07,31.5,72,680,6.4,36,88.7,5.14,0.7333333333333333,High
36,2023-09-08,29.8,64,564,6.3,37,85.64,5.29,0.4666666666666667,High
36,2023-09-09,20.1,75,693,6.7,38,68.18,5.43,0.8333333333333334,High
36,2023-09-10,31.1,75,453,6.4,39,87.98,5.57,0.8333333333333334,High
36,2023-09-11,31.2,65,722,6.1,40,88.16,5.71,0.5,High
36,2023-09-12,31.2,70,756,6.1,41,88.16,5.86,0.6666666666666666,High
36,2023-09-13,30.4,74,733,6.7,42,86.72,6.0,0.8,High
36,2023-09-14,29.1,76,746,6.6,43,84.38000000000001,6.14,0.8666666666666667,High
36,2023-09-15,30.6,58,550,6.8,44,87.08000000000001,6.29,0.26666666666666666,Moderate
36,2023-09-16,31.5,58,769,6.1,45,88.7,6.43,0.26666666666666666,Moderate
37,2023-08-03,33.4,72,571,6.6,1,92.11999999999999,0.14,0.7333333333333333,High
37,2023-08-04,33.5,57,764,6.1,2,92.3,0.29,0.23333333333333334,Moderate
37,2023-08-05,33.4,67,655,6.5,3,92.11999999999999,0.43,0.5666666666666667,High
37,2023-08-06,33.4,62,661,6.2,4,92.11999999999999,0.57,0.4,High
37,2023-08-07,33.4,79,410,6.4,5,92.11999999999999,0.71,0.9666666666666667,High
37,2023-08-08,32.3,58,725,6.8,6,90.14,0.86,0.26666666666666666,Moderate
37,2023-08-09,32.3,74,408,6.1,7,90.14,1.0,0.8,High
37,2023-08-10,22.7,50,784,6.3,8,72.86,1.14,0.0,Moderate
37,2023-08-11,31.9,62,489,6.5,9,89.41999999999999,1.29,0.4,High
37,2023-08-12,30.2,54,674,6.4,10,86.36,1.43,0.13333333333333333,Moderate
37,2023-08-13,30.1,80,543,6.5,11,86.18,1.57,1.0,High
37,2023-08-14,30.1,79,780,6.5,12,86.18,1.71,0.9666666666666667,High
37,2023-08-15,30.1,56,721,6.0,13,86.18,1.86,0.2,Moderate
37,2023-08-16,29.8,80,695,6.5,14,85.64,2.0,1.0,High
37,2023-08-17,29.6,77,488,6.3,15,85.28,2.14,0.9,High
37,2023-08-18,30.9,58,534,6.5,16,87.61999999999999,2.29,0.26666666666666666,Moderate
37,2023-08-19,30.8,73,764,6.6,17,87.44,2.43,0.7666666666666667,High
37,2023-08-20,30.9,75,798,6.6,18,87.61999999999999,2.57,0.8333333333333334,High
37,2023-08-21,30.2,71,472,6.5,19,86.36,2.71,0.7,High
37,2023-08-22,30.5,79,503,6.1,20,86.9,2.86,0.9666666666666667,High
37,2023-08-23,30.8,77,557,6.2,21,87.44,3.0,0.9,High
37,2023-08-24,31.3,63,785,6.4,22,88.34,3.14,0.43333333333333335,High
37,2023-08-25,31.4,54,406,6.8,23,88.52,3.29,0.13333333333333333,Moderate
37,2023-08-26,31.4,76,745,6.3,24,88.52,3.43,0.8666666666666667,High
37,2023-08-27,30.1,71,743,6.6,25,86.18,3.57,0.7,High
37,2023-08-28,29.4,51,568,6.6,26,84.91999999999999,3.71,0.03333333333333333,Moderate
37,2023-08-29,28.7,56,539,6.1,27,83.66,3.86,0.2,Moderate
37,2023-08-30,29.1,75,489,6.3,28,84.38000000000001,4.0,0.8333333333333334,High
37,2023-08-31,29.2,56,777,6.4,29,84.56,4.14,0.2,Moderate
37,2023-09-01,31.7,50,646,6.7,30,89.06,4.29,0.0,Moderate
37,2023-09-02,31.7,60,575,6.4,31,89.06,4.43,0.3333333333333333,Moderate
37,2023-09-03,31.7,79,412,6.7,32,89.06,4.57,0.9666666666666667,High
37,2023-09-04,31.7,68,416,6.4,33,89.06,4.71,0.6,High
37,2023-09-05,32.0,64,426,6.3,34,89.6,4.86,0.4666666666666667,High
37,2023-09-06,32.1,76,536,6.8,35,89.78,5.0,0.8666666666666667,High
37,2023-09-07,31.5,62,670,6.3,36,88.7,5.14,0.4,High
37,2023-09-08,29.8,76,435,6.3,37,85.64,5.29,0.8666666666666667,High
37,2023-09-09,20.1,52,588,6.3,38,68.18,5.43,0.06666666666666667,Moderate
37,2023-09-10,31.1,60,773,6.2,39,87.98,5.57,0.3333333333333333,Moderate
37,2023-09-11,31.2,75,753,6.6,40,88.16,5.71,0.8333333333333334,High
37,2023-09-12,31.2,51,622,6.6,41,88.16,5.86,0.03333333333333333,Moderate
37,2023-09-13,30.4,71,496,6.0,42,86.72,6.0,0.7,High
37,2023-09-14,29.1,50,476,6.5,43,84.38000000000001,6.14,0.0,Moderate
37,2023-09-15,30.6,80,659,6.7,44,87.08000000000001,6.29,1.0,High
37,2023-09-16,31.5,69,426,6.0,45,88.7,6.43,0.6333333333333333,High
38,2023-08-03,33.4,52,609,6.4,1,92.11999999999999,0.14,0.06666666666666667,Moderate
38,2023-08-04,33.5,56,507,6.2,2,92.3,0.29,0.2,Moderate
38,2023-08-05,33.4,66,634,6.2,3,92.11999999999999,0.43,0.5333333333333333,High
38,2023-08-06,33.4,77,557,6.0,4,92.11999999999999,0.57,0.9,High
38,2023-08-07,33.4,78,682,6.3,5,92.11999999999999,0.71,0.9333333333333333,High
38,2023-08-08,32.3,67,745,6.1,6,90.14,0.86,0.5666666666666667,High
38,2023-08-09,32.3,78,430,6.2,7,90.14,1.0,0.9333333333333333,High
38,2023-08-10,22.7,77,455,6.7,8,72.86,1.14,0.9,High
38,2023-08-11,31.9,68,520,6.6,9,89.41999999999999,1.29,0.6,High
38,2023-08-12,30.2,60,728,6.8,10,86.36,1.43,0.3333333333333333,Moderate
38,2023-08-13,30.1,55,577,6.6,11,86.18,1.57,0.16666666666666666,Moderate
38,2023-08-14,30.1,69,782,6.6,12,86.18,1.71,0.6333333333333333,High
38,2023-08-15,30.1,60,582,6.0,13,86.18,1.86,0.3333333333333333,Moderate
38,2023-08-16,29.8,64,459,6.1,14,85.64,2.0,0.4666666666666667,High
38,2023-08-17,29.6,72,590,6.6,15,85.28,2.14,0.7333333333333333,High
38,2023-08-18,30.9,68,592,6.7,16,87.61999999999999,2.29,0.6,High
38,2023-08-19,30.8,75,526,6.7,17,87.44,2.43,0.8333333333333334,High
38,2023-08-20,30.9,73,600,6.3,18,87.61999999999999,2.57,0.7666666666666667,High
38,2023-08-21,30.2,69,676,6.0,19,86.36,2.71,0.6333333333333333,High
38,2023-08-22,30.5,53,421,6.6,20,86.9,2.86,0.1,Moderate
38,2023-08-23,30.8,75,578,6.1,21,87.44,3.0,0.8333333333333334,High
38,2023-08-24,31.3,62,581,6.6,22,88.34,3.14,0.4,High
38,2023-08-25,31.4,72,427,6.3,23,88.52,3.29,0.7333333333333333,High
38,2023-08-26,31.4,72,610,6.4,24,88.52,3.43,0.7333333333333333,High
38,2023-08-27,30.1,79,548,6.3,25,86.18,3.57,0.9666666666666667,High
38,2023-08-28,29.4,72,685,6.5,26,84.91999999999999,3.71,0.7333333333333333,High
38,2023-08-29,28.7,72,656,6.0,27,83.66,3.86,0.7333333333333333,High
38,2023-08-30,29.1,57,702,6.4,28,84.38000000000001,4.0,0.23333333333333334,Moderate
38,2023-08-31,29.2,74,565,6.5,29,84.56,4.14,0.8,High
38,2023-09-01,31.7,58,474,6.7,30,89.06,4.29,0.26666666666666666,Moderate
38,2023-09-02,31.7,79,727,6.4,31,89.06,4.43,0.9666666666666667,High
38,2023-09-03,31.7,74,615,6.7,32,89.06,4.57,0.8,High
38,2023-09-04,31.7,65,527,6.6,33,89.06,4.71,0.5,High
38,2023-09-05,32.0,51,724,6.7,34,89.6,4.86,0.03333333333333333,Moderate
38,2023-09-06,32.1,55,470,6.7,35,89.78,5.0,0.16666666666666666,Moderate
38,2023-09-07,31.5,77,581,6.7,36,88.7,5.14,0.9,High
38,2023-09-08,29.8,73,438,6.5,37,85.64,5.29,0.7666666666666667,High
38,2023-09-09,20.1,58,634,6.8,38,68.18,5.43,0.26666666666666666,Moderate
38,2023-09-10,31.1,52,548,6.6,39,87.98,5.57,0.06666666666666667,Moderate
38,2023-09-11,31.2,61,696,6.1,40,88.16,5.71,0.36666666666666664,High
38,2023-09-12,31.2,58,611,6.1,41,88.16,5.86,0.26666666666666666,Moderate
38,2023-09-13,30.4,66,748,6.3,42,86.72,6.0,0.5333333333333333,High
38,2023-09-14,29.1,63,545,6.3,43,84.38000000000001,6.14,0.43333333333333335,High
38,2023-09-15,30.6,68,748,6.3,44,87.08000000000001,6.29,0.6,High
38,2023-09-16,31.5,67,742,6.7,45,88.7,6.43,0.5666666666666667,High
39,2023-08-03,33.4,75,416,6.6,1,92.11999999999999,0.14,0.8333333333333334,High
39,2023-08-04,33.5,73,449,6.7,2,92.3,0.29,0.7666666666666667,High
39,2023-08-05,33.4,77,601,6.2,3,92.11999999999999,0.43,0.9,High
39,2023-08-06,33.4,74,564,6.4,4,92.11999999999999,0.57,0.8,High
39,2023-08-07,33.4,80,642,6.7,5,92.11999999999999,0.71,1.0,High
39,2023-08-08,32.3,68,791,6.3,6,90.14,0.86,0.6,High
39,2023-08-09,32.3,61,591,6.0,7,90.14,1.0,0.36666666666666664,High
39,2023-08-10,22.7,51,466,6.7,8,72.86,1.14,0.03333333333333333,Moderate
39,2023-08-11,31.9,56,438,6.2,9,89.41999999999999,1.29,0.2,Moderate
39,2023-08-12,30.2,71,769,6.6,10,86.36,1.43,0.7,High
39,2023-08-13,30.1,74,646,6.7,11,86.18,1.57,0.8,High
39,2023-08-14,30.1,51,786,6.2,12,86.18,1.71,0.03333333333333333,Moderate
39,2023-08-15,30.1,61,705,6.7,13,86.18,1.86,0.36666666666666664,High
39,2023-08-16,29.8,56,404,6.3,14,85.64,2.0,0.2,Moderate
39,2023-08-17,29.6,68,563,6.3,15,85.28,2.14,0.6,High
39,2023-08-18,30.9,70,728,6.6,16,87.61999999999999,2.29,0.6666666666666666,High
39,2023-08-19,30.8,61,447,6.8,17,87.44,2.43,0.36666666666666664,High
39,2023-08-20,30.9,66,708,6.2,18,87.61999999999999,2.57,0.5333333333333333,High
39,2023-08-21,30.2,52,462,6.5,19,86.36,2.71,0.06666666666666667,Moderate
39,2023-08-22,30.5,52,707,6.1,20,86.9,2.86,0.06666666666666667,Moderate
39,2023-08-23,30.8,57,633,6.5,21,87.44,3.0,0.23333333333333334,Moderate
39,2023-08-24,31.3,75,555,6.1,22,88.34,3.14,0.8333333333333334,High
39,2023-08-25,31.4,80,670,6.4,23,88.52,3.29,1.0,High
39,2023-08-26,31.4,60,516,6.7,24,88.52,3.43,0.3333333333333333,Moderate
39,2023-08-27,30.1,74,463,6.0,25,86.18,3.57,0.8,High
39,2023-08-28,29.4,76,422,6.7,26,84.91999999999999,3.71,0.8666666666666667,High
39,2023-08-29,28.7,68,480,6.8,27,83.66,3.86,0.6,High
39,2023-08-30,29.1,60,687,6.6,28,84.38000000000001,4.0,0.3333333333333333,Moderate
39,2023-08-31,29.2,60,782,6.8,29,84.56,4.14,0.3333333333333333,Moderate
39,2023-09-01,31.7,58,758,6.1,30,89.06,4.29,0.26666666666666666,Moderate
39,2023-09-02,31.7,54,663,6.1,31,89.06,4.43,0.13333333333333333,Moderate
39,2023-09-03,31.7,57,486,6.1,32,89.06,4.57,0.23333333333333334,Moderate
39,2023-09-04,31.7,69,547,6.7,33,89.06,4.71,0.6333333333333333,High
39,2023-09-05,32.0,55,413,6.8,34,89.6,4.86,0.16666666666666666,Moderate
39,2023-09-06,32.1,65,739,6.1,35,89.78,5.0,0.5,High
39,2023-09-07,31.5,67,522,6.2,36,88.7,5.14,0.5666666666666667,High
39,2023-09-08,29.8,62,434,6.7,37,85.64,5.29,0.4,High
39,2023-09-09,20.1,70,710,6.1,38,68.18,5.43,0.6666666666666666,High
39,2023-09-10,31.1,53,697,6.2,39,87.98,5.57,0.1,Moderate
39,2023-09-11,31.2,52,481,6.1,40,88.16,5.71,0.06666666666666667,Moderate
39,2023-09-12,31.2,55,539,6.1,41,88.16,5.86,0.16666666666666666,Moderate
39,2023-09-13,30.4,70,612,6.5,42,86.72,6.0,0.6666666666666666,High
39,2023-09-14,29.1,55,681,6.2,43,84.38000000000001,6.14,0.16666666666666666,Moderate
39,2023-09-15,30.6,64,633,6.1,44,87.08000000000001,6.29,0.4666666666666667,High
39,2023-09-16,31.5,56,771,6.6,45,88.7,6.43,0.2,Moderate
40,2023-08-03,33.4,51,577,6.0,1,92.11999999999999,0.14,0.03333333333333333,Moderate
40,2023-08-04,33.5,75,796,6.5,2,92.3,0.29,0.8333333333333334,High
40,2023-08-05,33.4,66,705,6.6,3,92.11999999999999,0.43,0.5333333333333333,High
40,2023-08-06,33.4,77,449,6.1,4,92.11999999999999,0.57,0.9,High
40,2023-08-07,33.4,72,628,6.1,5,92.11999999999999,0.71,0.7333333333333333,High
40,2023-08-08,32.3,65,475,6.0,6,90.14,0.86,0.5,High
40,2023-08-09,32.3,69,541,6.5,7,90.14,1.0,0.6333333333333333,High
40,2023-08-10,22.7,75,729,6.4,8,72.86,1.14,0.8333333333333334,High
40,2023-08-11,31.9,72,579,6.7,9,89.41999999999999,1.29,0.7333333333333333,High
40,2023-08-12,30.2,66,494,6.4,10,86.36,1.43,0.5333333333333333,High
40,2023-08-13,30.1,72,504,6.3,11,86.18,1.57,0.7333333333333333,High
40,2023-08-14,30.1,75,555,6.2,12,86.18,1.71,0.8333333333333334,High
40,2023-08-15,30.1,68,402,6.6,13,86.18,1.86,0.6,High
40,2023-08-16,29.8,59,404,6.7,14,85.64,2.0,0.3,Moderate
40,2023-08-17,29.6,76,505,6.6,15,85.28,2.14,0.8666666666666667,High
40,2023-08-18,30.9,62,560,6.2,16,87.61999999999999,2.29,0.4,High
40,2023-08-19,30.8,52,509,6.5,17,87.44,2.43,0.06666666666666667,Moderate
40,2023-08-20,30.9,57,769,6.6,18,87.61999999999999,2.57,0.23333333333333334,Moderate
40,2023-08-21,30.2,78,735,6.1,19,86.36,2.71,0.9333333333333333,High
40,2023-08-22,30.5,56,732,6.8,20,86.9,2.86,0.2,Moderate
40,2023-08-23,30.8,58,444,6.7,21,87.44,3.0,0.26666666666666666,Moderate
40,2023-08-24,31.3,80,598,6.5,22,88.34,3.14,1.0,High
40,2023-08-25,31.4,63,579,6.5,23,88.52,3.29,0.43333333333333335,High
40,2023-08-26,31.4,64,752,6.2,24,88.52,3.43,0.4666666666666667,High
40,2023-08-27,30.1,67,467,6.3,25,86.18,3.57,0.5666666666666667,High
40,2023-08-28,29.4,58,681,6.8,26,84.91999999999999,3.71,0.26666666666666666,Moderate
40,2023-08-29,28.7,71,536,6.3,27,83.66,3.86,0.7,High
40,2023-08-30,29.1,54,424,6.7,28,84.38000000000001,4.0,0.13333333333333333,Moderate
40,2023-08-31,29.2,80,572,6.2,29,84.56,4.14,1.0,High
40,2023-09-01,31.7,55,551,6.5,30,89.06,4.29,0.16666666666666666,Moderate
40,2023-09-02,31.7,71,797,6.4,31,89.06,4.43,0.7,High
40,2023-09-03,31.7,51,631,6.8,32,89.06,4.57,0.03333333333333333,Moderate
40,2023-09-04,31.7,54,479,6.2,33,89.06,4.71,0.13333333333333333,Moderate
40,2023-09-05,32.0,63,731,6.6,34,89.6,4.86,0.43333333333333335,High
40,2023-09-06,32.1,56,518,6.1,35,89.78,5.0,0.2,Moderate
40,2023-09-07,31.5,53,407,6.2,36,88.7,5.14,0.1,Moderate
40,2023-09-08,29.8,78,591,6.2,37,85.64,5.29,0.9333333333333333,High
40,2023-09-09,20.1,73,473,6.4,38,68.18,5.43,0.7666666666666667,High
40,2023-09-10,31.1,51,768,6.4,39,87.98,5.57,0.03333333333333333,Moderate
40,2023-09-11,31.2,60,673,6.3,40,88.16,5.71,0.3333333333333333,Moderate
40,2023-09-12,31.2,55,503,6.8,41,88.16,5.86,0.16666666666666666,Moderate
40,2023-09-13,30.4,76,544,6.5,42,86.72,6.0,0.8666666666666667,High
40,2023-09-14,29.1,73,729,6.8,43,84.38000000000001,6.14,0.7666666666666667,High
40,2023-09-15,30.6,71,621,6.7,44,87.08000000000001,6.29,0.7,High
40,2023-09-16,31.5,79,491,6.4,45,88.7,6.43,0.9666666666666667,High
41,2023-08-03,33.4,64,578,6.2,1,92.11999999999999,0.14,0.4666666666666667,High
41,2023-08-04,33.5,53,620,6.2,2,92.3,0.29,0.1,Moderate
41,2023-08-05,33.4,66,521,6.7,3,92.11999999999999,0.43,0.5333333333333333,High
41,2023-08-06,33.4,71,794,6.4,4,92.11999999999999,0.57,0.7,High
41,2023-08-07,33.4,58,601,6.5,5,92.11999999999999,0.71,0.26666666666666666,Moderate
41,2023-08-08,32.3,56,460,6.6,6,90.14,0.86,0.2,Moderate
41,2023-08-09,32.3,64,429,6.6,7,90.14,1.0,0.4666666666666667,High
41,2023-08-10,22.7,62,657,6.7,8,72.86,1.14,0.4,High
41,2023-08-11,31.9,62,603,6.6,9,89.41999999999999,1.29,0.4,High
41,2023-08-12,30.2,74,682,6.7,10,86.36,1.43,0.8,High
41,2023-08-13,30.1,80,640,6.2,11,86.18,1.57,1.0,High
41,2023-08-14,30.1,69,668,6.1,12,86.18,1.71,0.6333333333333333,High
41,2023-08-15,30.1,73,584,6.8,13,86.18,1.86,0.7666666666666667,High
41,2023-08-16,29.8,53,749,6.2,14,85.64,2.0,0.1,Moderate
41,2023-08-17,29.6,64,510,6.4,15,85.28,2.14,0.4666666666666667,High
41,2023-08-18,30.9,52,739,6.8,16,87.61999999999999,2.29,0.06666666666666667,Moderate
41,2023-08-19,30.8,55,454,6.1,17,87.44,2.43,0.16666666666666666,Moderate
41,2023-08-20,30.9,50,792,6.7,18,87.61999999999999,2.57,0.0,Moderate
41,2023-08-21,30.2,77,421,6.4,19,86.36,2.71,0.9,High
41,2023-08-22,30.5,53,762,6.3,20,86.9,2.86,0.1,Moderate
41,2023-08-23,30.8,53,548,6.1,21,87.44,3.0,0.1,Moderate
41,2023-08-24,31.3,63,517,6.2,22,88.34,3.14,0.43333333333333335,High
41,2023-08-25,31.4,51,412,6.5,23,88.52,3.29,0.03333333333333333,Moderate
41,2023-08-26,31.4,70,769,6.7,24,88.52,3.43,0.6666666666666666,High
41,2023-08-27,30.1,64,437,6.7,25,86.18,3.57,0.4666666666666667,High
41,2023-08-28,29.4,65,677,6.4,26,84.91999999999999,3.71,0.5,High
41,2023-08-29,28.7,72,575,6.6,27,83.66,3.86,0.7333333333333333,High
41,2023-08-30,29.1,77,586,6.4,28,84.38000000000001,4.0,0.9,High
41,2023-08-31,29.2,69,533,6.6,29,84.56,4.14,0.6333333333333333,High
41,2023-09-01,31.7,53,402,6.5,30,89.06,4.29,0.1,Moderate
41,2023-09-02,31.7,59,647,6.7,31,89.06,4.43,0.3,Moderate
